id,fecha,modulo,descripcion,rol_usuario,sede,Caracteristica,palabras clave,Caracteristica asignada
1172,3/10/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Quito,,,Eficacia
1774,3/10/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Guayaquil,,,Eficacia
1953,3/10/2025,Portal Citas,Tiempo de espera en el portal supera los 24s en horas pico,Admision,Cuenca,,,Eficiencia
2312,3/10/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Quito,,,Ausencia de riesgo
2390,3/10/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Guayaquil,,,Eficacia
2656,3/10/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Ambato,,,Eficacia
2819,3/10/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Manta,,,Eficacia
3742,3/10/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Cuenca,,,Eficacia
2018,3/11/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Guayaquil,,,Satisfacción
2052,3/11/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Manta,,,Eficacia
2343,3/11/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Quito,,,Eficacia
2581,3/11/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 27 minutos,Gerencia,Ambato,,,Eficiencia
3344,3/11/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Cuenca,,,Eficacia
3417,3/11/2025,Portal Citas,Usuario no logra agendar tras 2 intentos,Paciente,Cuenca,,,Eficacia
3460,3/11/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 14s,Medico,Quito,,,Eficiencia
1781,3/12/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Quito,,,Eficacia
3651,3/12/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Admision,Guayaquil,,,Eficacia
2247,3/13/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Quito,,,Eficacia
2329,3/13/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Ambato,,,Eficacia
2823,3/13/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Guayaquil,,,Eficacia
2877,3/13/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Quito,,,Ausencia de riesgo
1040,3/14/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Quito,,,Eficacia
1266,3/14/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Guayaquil,,,Ausencia de riesgo
1701,3/14/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Guayaquil,,,Eficacia
1804,3/14/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Quito,,,Eficacia
2146,3/14/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito,,,Eficacia
2476,3/14/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Guayaquil,,,Eficacia
2571,3/14/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 14s,Enfermeria,Quito,,,Eficiencia
2681,3/14/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Enfermeria,Manta,,,Eficacia
2842,3/14/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Guayaquil,,,Eficacia
3248,3/14/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Quito,,,Eficacia
3254,3/14/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Paciente,Quito,,,Satisfacción
3589,3/14/2025,Portal Citas,Usuario no logra agendar tras 3 intentos,Admision,Ambato,,,Eficacia
3616,3/14/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Manta,,,Eficacia
3733,3/14/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Quito,,,Eficacia
1201,3/15/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Quito,,,Eficacia
1283,3/15/2025,Portal Citas,Tiempo de espera en el portal supera los 18s en horas pico,Paciente,Guayaquil,,,Eficiencia
1646,3/15/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 28s,Paciente,Cuenca,,,Eficiencia
2829,3/15/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 11s,Paciente,Cuenca,,,Eficiencia
3380,3/15/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Enfermeria,Quito,,,Eficacia
1247,3/16/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Cuenca,,,Eficacia
1256,3/16/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Ambato,,,Eficacia
1475,3/16/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Enfermeria,Quito,,,Eficacia
1651,3/16/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Guayaquil,,,Ausencia de riesgo
2019,3/16/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Guayaquil,,,Eficacia
2132,3/16/2025,HCE,Nota de evolucion tarda 35s en guardarse,Enfermeria,Ambato,,,Eficiencia
2318,3/16/2025,HCE,Tiempo de carga de la ficha clinica supera los 23s en horas pico,Medico,Ambato,,,Eficiencia
2432,3/16/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Ambato,,,Eficacia
2557,3/16/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Cuenca,,,Ausencia de riesgo
2916,3/16/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Guayaquil,,,Eficacia
2296,3/17/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Quito,,,Eficacia
2427,3/17/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Cuenca,,,Eficacia
3077,3/17/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Quito,,,Eficacia
3267,3/17/2025,HCE,Nota de evolucion tarda 19s en guardarse,Medico,Quito,,,Eficiencia
3869,3/17/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Enfermeria,Quito,,,Eficacia
3903,3/17/2025,Telemedicina,Videollamada se corta a los 2 minutos,Paciente,Quito,,,Eficacia
1264,3/18/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Ambato,,,Eficacia
2087,3/18/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Admision,Manta,,,Eficacia
2792,3/18/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 34 minutos,Gerencia,Guayaquil,,,Eficiencia
2909,3/18/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Cuenca,,,Eficacia
3067,3/18/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Ambato,,,Eficacia
3783,3/18/2025,Telemedicina,Videollamada se corta a los 3 minutos,Medico,Guayaquil,,,Eficacia
3880,3/18/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Manta,,,Eficacia
1045,3/19/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Ambato,,,Eficacia
1059,3/19/2025,Portal Citas,Tiempo de espera en el portal supera los 21s en horas pico,Paciente,Ambato,,,Eficiencia
1098,3/19/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Farmacia,Quito,,,Eficacia
1186,3/19/2025,Telemedicina,Videollamada se corta a los 3 minutos,Medico,Quito,,,Eficacia
2234,3/19/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Cuenca,,,Ausencia de riesgo
2587,3/19/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Ambato,,,Eficacia
2698,3/19/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Ambato,,,Cobertura de contexto
3082,3/19/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Quito,,,Ausencia de riesgo
3101,3/19/2025,Telemedicina,Videollamada se corta a los 2 minutos,Paciente,Guayaquil,,,Eficacia
3176,3/19/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Quito,,,Eficacia
3818,3/19/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Cuenca,,,Eficacia
1038,3/20/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Cuenca,,,Eficacia
1461,3/20/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Medico,Guayaquil,,,Eficacia
1763,3/20/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Farmacia,Ambato,,,Eficacia
2243,3/20/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Guayaquil,,,Eficacia
2499,3/20/2025,Reportes Gerenciales,Discrepancia entre el reporte financiero y el modulo de facturacion,Gerencia,Cuenca,,,Ausencia de riesgo
2504,3/20/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Cuenca,,,Eficacia
2568,3/20/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Manta,,,Eficacia
3204,3/20/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Cuenca,,,Eficacia
3436,3/20/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Guayaquil,,,Eficacia
3504,3/20/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Manta,,,Eficiencia
3560,3/20/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Paciente,Quito,,,Ausencia de riesgo
3602,3/20/2025,HCE,Nota de evolucion tarda 25s en guardarse,Enfermeria,Manta,,,Eficiencia
3611,3/20/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Quito,,,Eficacia
3694,3/20/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Quito,,,Eficacia
3816,3/20/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Quito,,,Eficacia
3973,3/20/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Guayaquil,,,Ausencia de riesgo
1734,3/21/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Cuenca,,,Eficacia
2015,3/21/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Quito,,,Ausencia de riesgo
2683,3/21/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Ambato,,,Eficacia
3185,3/21/2025,Facturacion,El sistema no permite anular una factura emitida por error,Admision,Guayaquil,,,Eficacia
3962,3/21/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Ambato,,,Eficacia
1350,3/22/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Guayaquil,,,Ausencia de riesgo
2514,3/22/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Guayaquil,,,Eficacia
3588,3/22/2025,Portal Citas,Tiempo de espera en el portal supera los 12s en horas pico,Admision,Quito,,,Eficiencia
1371,3/23/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Guayaquil,,,Eficacia
2413,3/23/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Cuenca,,,Satisfacción
3371,3/23/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Quito,,,Eficacia
3505,3/23/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Medico,Guayaquil,,,Eficacia
3895,3/23/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Quito,,,Eficacia
1923,3/24/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Quito,,,Eficacia
3454,3/24/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Paciente,Cuenca,,,Satisfacción
1668,3/25/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Guayaquil,,,Ausencia de riesgo
1706,3/25/2025,HCE,Nota de evolucion tarda 33s en guardarse,Enfermeria,Cuenca,,,Eficiencia
1909,3/25/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Quito,,,Eficacia
2210,3/25/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Quito,,,Eficacia
2253,3/25/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Quito,,,Eficacia
2694,3/25/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Medico,Ambato,,,Eficacia
2846,3/25/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Guayaquil,,,Ausencia de riesgo
2964,3/25/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Cuenca,,,Eficacia
1023,3/26/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Quito,,,Ausencia de riesgo
1578,3/26/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Ambato,,,Ausencia de riesgo
1591,3/26/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Quito,,,Eficacia
1832,3/26/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Cuenca,,,Eficacia
1213,3/27/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Quito,,,Eficacia
1238,3/27/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Manta,,,Eficacia
1612,3/27/2025,Laboratorio,Retraso de 18s en la disponibilidad de resultados criticos,Enfermeria,Cuenca,,,Eficiencia
1783,3/27/2025,Telemedicina,Videollamada se corta a los 4 minutos,Paciente,Quito,,,Eficacia
2013,3/27/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Ambato,,,Eficacia
2123,3/27/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Cuenca,,,Eficacia
2492,3/27/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Quito,,,Eficacia
2837,3/27/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Guayaquil,,,Eficacia
2892,3/27/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Guayaquil,,,Eficacia
3376,3/27/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Quito,,,Ausencia de riesgo
3544,3/27/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Quito,,,Eficacia
3624,3/27/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Manta,,,Eficacia
3746,3/27/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Quito,,,Eficacia
1310,3/28/2025,Portal Citas,Tiempo de espera en el portal supera los 19s en horas pico,Paciente,Quito,,,Eficiencia
1341,3/28/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Quito,,,Ausencia de riesgo
1837,3/28/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Quito,,,Eficacia
2425,3/28/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Cuenca,,,Eficacia
2573,3/28/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Enfermeria,Guayaquil,,,Ausencia de riesgo
3064,3/28/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Paciente,Quito,,,Eficacia
3166,3/28/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Quito,,,Eficacia
2479,3/29/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Manta,,,Eficacia
2685,3/29/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Guayaquil,,,Eficacia
3304,3/29/2025,HCE,Nota de evolucion tarda 21s en guardarse,Enfermeria,Manta,,,Eficiencia
3556,3/29/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Quito,,,Eficacia
3922,3/29/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Cuenca,,,Eficacia
1200,3/30/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Ambato,,,Eficacia
1872,3/30/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Quito,,,Eficacia
1935,3/30/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Quito,,,Ausencia de riesgo
2232,3/30/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Quito,,,Eficacia
2680,3/30/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Quito,,,Eficacia
2753,3/30/2025,HCE,Tiempo de carga de la ficha clinica supera los 25s en horas pico,Enfermeria,Manta,,,Eficiencia
2825,3/30/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Manta,,,Eficacia
3288,3/30/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Guayaquil,,,Eficacia
3364,3/30/2025,Reportes Gerenciales,Discrepancia entre el reporte financiero y el modulo de facturacion,Gerencia,Quito,,,Ausencia de riesgo
3520,3/30/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Cuenca,,,Eficacia
3555,3/30/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Cuenca,,,Eficacia
1380,3/31/2025,Portal Citas,Tiempo de espera en el portal supera los 11s en horas pico,Admision,Quito,,,Eficiencia
1599,3/31/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Quito,,,Eficacia
1937,3/31/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Quito,,,Ausencia de riesgo
1942,3/31/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Cuenca,,,Eficacia
2284,3/31/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Manta,,,Eficacia
2826,3/31/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Quito,,,Eficacia
3108,3/31/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Cuenca,,,Ausencia de riesgo
3139,3/31/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Ambato,,,Ausencia de riesgo
3335,3/31/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Quito,,,Eficacia
3488,3/31/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Medico,Quito,,,Satisfacción
3644,3/31/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Guayaquil,,,Eficacia
3748,3/31/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Quito,,,Eficacia
1572,4/1/2025,HCE,Nota de evolucion tarda 28s en guardarse,Enfermeria,Manta,,,Eficiencia
2475,4/1/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Quito,,,Eficacia
2885,4/1/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Ambato,,,Cobertura de contexto
3042,4/1/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Quito,,,Cobertura de contexto
3187,4/1/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Medico,Manta,,,Satisfacción
1180,4/2/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Medico,Guayaquil,,,Satisfacción
1395,4/2/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Ambato,,,Eficacia
2335,4/2/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Cuenca,,,Eficacia
2384,4/2/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Enfermeria,Quito,,,Eficacia
2590,4/2/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Quito,,,Ausencia de riesgo
2601,4/2/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Ambato,,,Ausencia de riesgo
3502,4/2/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Cuenca,,,Eficacia
3623,4/2/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Guayaquil,,,Eficacia
3700,4/2/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Guayaquil,,,Eficacia
3765,4/2/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Guayaquil,,,Eficacia
1036,4/3/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Ambato,,,Eficacia
1168,4/3/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 35 minutos,Gerencia,Quito,,,Eficiencia
1950,4/3/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Cuenca,,,Eficacia
1958,4/3/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Quito,,,Cobertura de contexto
2686,4/3/2025,Portal Citas,Usuario no logra agendar tras 3 intentos,Paciente,Quito,,,Eficacia
3217,4/3/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Quito,,,Ausencia de riesgo
3494,4/3/2025,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Quito,,,Eficacia
3697,4/3/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Quito,,,Eficacia
1058,4/4/2025,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Quito,,,Eficacia
1812,4/4/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Manta,,,Eficacia
2070,4/4/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Guayaquil,,,Eficacia
2135,4/4/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Quito,,,Eficacia
3118,4/4/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Guayaquil,,,Ausencia de riesgo
3252,4/4/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Guayaquil,,,Eficacia
3337,4/4/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Farmacia,Guayaquil,,,Eficacia
3499,4/4/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Quito,,,Ausencia de riesgo
1060,4/5/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Cuenca,,,Ausencia de riesgo
1798,4/5/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Guayaquil,,,Ausencia de riesgo
1945,4/5/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Quito,,,Ausencia de riesgo
2889,4/5/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Manta,,,Eficacia
3190,4/5/2025,HCE,Nota de evolucion tarda 12s en guardarse,Enfermeria,Manta,,,Eficiencia
3296,4/5/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Farmacia,Guayaquil,,,Eficacia
3422,4/5/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Guayaquil,,,Eficacia
3608,4/5/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Guayaquil,,,Ausencia de riesgo
3698,4/5/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Cuenca,,,Ausencia de riesgo
3714,4/5/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Guayaquil,,,Eficacia
3726,4/5/2025,Portal Citas,Tiempo de espera en el portal supera los 28s en horas pico,Paciente,Quito,,,Eficiencia
3919,4/5/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 14s,Medico,Cuenca,,,Eficiencia
3927,4/5/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Cuenca,,,Eficacia
1589,4/6/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Quito,,,Eficacia
2222,4/6/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Guayaquil,,,Eficacia
2328,4/6/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Guayaquil,,,Ausencia de riesgo
2816,4/6/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Quito,,,Ausencia de riesgo
3140,4/6/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Cuenca,,,Eficacia
3160,4/6/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Manta,,,Satisfacción
3216,4/6/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Guayaquil,,,Satisfacción
3722,4/6/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Manta,,,Satisfacción
1144,4/7/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Admision,Cuenca,,,Eficacia
1322,4/7/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Quito,,,Eficacia
1777,4/7/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Enfermeria,Quito,,,Ausencia de riesgo
2961,4/7/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Guayaquil,,,Eficacia
3225,4/7/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Cuenca,,,Cobertura de contexto
3394,4/7/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Cuenca,,,Satisfacción
3638,4/7/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Admision,Guayaquil,,,Eficacia
3764,4/7/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 27s,Enfermeria,Manta,,,Eficiencia
3916,4/7/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Quito,,,Eficacia
1405,4/8/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Guayaquil,,,Eficacia
1894,4/8/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Guayaquil,,,Ausencia de riesgo
2304,4/8/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Quito,,,Eficacia
2414,4/8/2025,HCE,Tiempo de carga de la ficha clinica supera los 15s en horas pico,Medico,Quito,,,Eficiencia
2444,4/8/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Manta,,,Eficacia
2547,4/8/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Guayaquil,,,Eficacia
3112,4/8/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Guayaquil,,,Eficacia
1047,4/9/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Ambato,,,Ausencia de riesgo
1416,4/9/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Quito,,,Eficacia
2720,4/9/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Cuenca,,,Eficacia
3156,4/9/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 20s,Paciente,Manta,,,Eficiencia
